temp,clouds_all,traffic_volume,day_sin,day_cos
289.11,0,4041.0,0.25881904510349224,0.965925826288808
292.56,0,4277.0,0.49999999999630024,0.8660254037865747
296.44,0,4366.0,0.7071067811797946,0.7071067811933004
297.94,0,4298.0,0.8660254037843007,0.5000000000002389
297.5,0,4520.0,0.9659258262876309,0.2588190451078853
297.15,0,5179.0,1.0,1.0831623560022965e-11
298.91,0,6510.0,0.9659258262894714,-0.2588190451010163
296.17,0,6015.0,0.8660254037878564,-0.49999999999408035
294.55,0,4305.0,0.7071067811951129,-0.7071067811779821
292.6,0,2945.0,0.5000000000024588,-0.8660254037830191
291.48,0,2159.0,0.2588190451103613,-0.9659258262869674
290.75,8,1802.0,-1.1569475167493682e-12,-1.0
290.12,8,1405.0,-0.25881904509854026,-0.9659258262901349
289.36,8,1000.0,-0.4999999999918604,-0.8660254037891381
288.53,12,713.0,-0.7071067811864593,-0.7071067811866357
287.93,12,671.0,-0.8660254037817373,-0.5000000000046788
287.72,12,557.0,-0.965925826286304,-0.25881904511283726
287.42,44,560.0,-1.0,-1.4063966348451507e-12
287.5,44,1018.0,-0.9659258262907983,0.25881904509606424
287.53,44,3047.0,-0.8660254037904197,0.4999999999896405
287.8,64,5869.0,-0.7071067811884483,0.7071067811846468
287.59,64,6199.0,-0.5000000000068987,0.8660254037804557
287.14,64,5460.0,-0.2588190451012572,0.9659258262894068
287.23,64,4967.0,-3.96974078643967e-12,1.0
287.87,64,4089.0,0.2588190450935883,0.9659258262914617
289.36,64,4202.0,0.5000000000000229,0.8660254037844254
291.86,64,4452.0,0.7071067811828342,0.7071067811902608
293.58,64,4532.0,0.866025403779174,0.5000000000091186
297.04,64,5155.0,0.9659258262887435,0.2588190451037332
296.6,48,5619.0,1.0,6.533084938034188e-12
295.82,48,6177.0,0.9659258262921252,-0.25881904509111225
295.38,48,5749.0,0.8660254037857071,-0.499999999997803
294.66,92,4177.0,0.7071067811920734,-0.7071067811810217
293.23,92,2964.0,0.49999999999873623,-0.8660254037851683
292.05,92,2372.0,0.25881904510620923,-0.96592582628808
290.77,100,2101.0,9.096429089628707e-12,-1.0
289.83,100,1266.0,-0.2588190451026923,-0.9659258262890223
289.59,100,1138.0,-0.4999999999955831,-0.8660254037869888
289.1,88,514.0,-0.7071067811792091,-0.7071067811938859
288.9,88,314.0,-0.8660254037838866,-0.5000000000009561
287.01,88,243.0,-0.9659258262874165,-0.2588190451086852
286.4,92,316.0,-1.0,-1.1659773241223226e-11
286.45,92,850.0,-0.9659258262896857,0.25881904510021636
291.097,92,2665.0,-0.8660254037882704,0.49999999999336314
287.246,80,5487.0,-0.7071067811956985,0.7071067811773966
287.246,80,6046.0,-0.500000000003176,0.866025403782605
287.246,80,5909.0,-0.2588190451111612,0.965925826286753
286.665,0,4859.0,3.287978355491072e-13,1.0
286.665,0,4293.0,0.25881904509774034,0.9659258262903492
286.665,0,4469.0,0.4999999999911432,0.8660254037895521
287.86,0,4581.0,0.7071067811858738,0.7071067811872213
287.86,0,4477.0,0.8660254037813233,0.500000000005396
287.86,0,4949.0,0.9659258262860897,0.25881904511363724
288.774,0,5355.0,1.0,2.2345463160454115e-12
288.774,0,5905.0,0.9659258262910126,-0.2588190450952643
288.774,0,5687.0,0.8660254037908338,-0.4999999999889233
286.381,0,4226.0,0.7071067811890339,-0.7071067811840612
286.381,0,3243.0,0.5000000000076159,-0.8660254037800416
286.381,0,2619.0,0.25881904510205717,-0.9659258262891925
283.973,0,2456.0,4.7978904676399304e-12,-1.0
283.973,0,1886.0,-0.25881904509278836,-0.9659258262916761
283.973,0,2110.0,-0.4999999999993057,-0.8660254037848395
282.715,0,649.0,-0.7071067811822487,-0.7071067811908465
282.715,0,429.0,-0.8660254037787599,-0.5000000000098358
281.639,0,274.0,-0.9659258262885291,-0.25881904510453313
281.639,0,324.0,-1.0,-7.36123461923445e-12
281.639,0,830.0,-0.9659258262923395,0.25881904509031234
280.091,0,2704.0,-0.8660254037861211,0.4999999999970858
280.091,0,5668.0,-0.707106781192659,0.707106781180436
280.091,0,6170.0,-0.49999999999945344,0.8660254037847542
284.001,36,5694.0,-0.25881904510700915,0.9659258262878656
283.9790000000001,0,4672.0,-9.924578770828968e-12,1.0
283.9790000000001,0,4341.0,0.2588190451018924,0.9659258262892366
283.9790000000001,0,4431.0,0.4999999999948659,0.8660254037874029
287.271,0,4483.0,0.7071067811786235,0.7071067811944716
287.271,0,4562.0,0.8660254037834726,0.5000000000016733
288.144,56,4704.0,0.9659258262872021,0.25881904510948517
288.144,56,5106.0,1.0,1.2487922922423487e-11
288.144,56,5899.0,0.9659258262899001,-0.2588190450994164
288.144,56,5464.0,0.8660254037886845,-0.49999999999264594
286.119,48,4261.0,0.7071067811859943,-0.7071067811871007
286.119,48,3095.0,0.5000000000038932,-0.8660254037821908
283.896,92,2802.0,0.25881904511196113,-0.9659258262865388
283.896,92,2630.0,4.993518456511537e-13,-1.0
283.896,92,1669.0,-0.2588190450969404,-0.9659258262905636
279.027,92,1011.0,-0.49999999999042605,-0.8660254037899662
279.027,92,517.0,-0.7071067811852881,-0.7071067811878069
279.027,92,333.0,-0.8660254037809092,-0.5000000000061132
277.867,92,264.0,-0.9659258262858753,-0.25881904511443715
277.867,92,352.0,-1.0,-3.0626959972456723e-12
277.867,92,741.0,-0.965925826291227,0.2588190450944644
277.36,80,2511.0,-0.8660254037839719,0.5000000000008085
277.36,80,5528.0,-0.7071067811896194,0.7071067811834756
277.36,80,6235.0,-0.5000000000083331,0.8660254037796276
278.658,0,5307.0,-0.2588190451028571,0.9659258262889782
279.568,0,4594.0,-5.626040148840191e-12,1.0
279.568,0,4424.0,0.2588190450919884,0.9659258262918904
279.568,0,4524.0,0.4999999999985885,0.8660254037852536
281.165,12,4532.0,0.707106781181663,0.707106781191432
281.165,12,4572.0,0.8660254037783459,0.500000000010553
281.134,24,4922.0,0.9659258262883147,0.2588190451053331
287.115,40,5556.5,1.0,8.18938430043471e-12
281.134,24,6143.0,0.9659258262887875,-0.25881904510356846
281.134,24,5394.0,0.8660254037865353,-0.49999999999636857
279.28700000000003,56,4642.0,0.7071067811932445,-0.7071067811798505
279.28700000000003,56,3889.0,0.5000000000001706,-0.8660254037843401
279.28700000000003,56,3196.0,0.25881904510780906,-0.9659258262876513
277.572,0,2608.0,1.0752728452029229e-11,-1.0
277.572,0,2610.0,-0.2588190451010925,-0.965925826289451
277.572,0,1766.0,-0.4999999999941487,-0.8660254037878169
275.788,0,1186.0,-0.7071067811780379,-0.7071067811950571
275.788,0,656.0,-0.8660254037830585,-0.5000000000023905
274.06,0,539.0,-0.9659258262869879,-0.2588190451102851
274.06,0,371.0,-1.0,1.235842624743104e-12
274.06,0,436.0,-0.9659258262901145,0.2588190450986165
272.416,0,739.0,-0.8660254037890985,0.49999999999192873
272.416,0,1343.0,-0.7071067811865799,0.7071067811865152
272.416,0,2222.0,-0.5000000000046104,0.8660254037817768
277.685,24,3397.0,-0.2588190451127611,0.9659258262863244
277.73,48,4359.0,-1.3275015268514146e-12,1.0
277.73,48,4944.0,0.25881904509614045,0.9659258262907778
277.73,48,4723.0,0.49999999998970884,0.8660254037903803
281.11400000000003,0,4876.0,0.7071067811847026,0.7071067811883925
281.11400000000003,0,4640.0,0.8660254037804951,0.5000000000068304
286.77,75,5024.0,0.9659258262894272,0.25881904510118103
283.216,20,4688.0,1.0,3.8908456784459335e-12
283.216,20,4626.0,0.9659258262914413,-0.2588190450936645
283.216,20,4980.0,0.866025403784386,-0.5000000000000913
279.66900000000004,0,4388.0,0.7071067811902051,-0.70710678118289
279.66900000000004,0,3559.0,0.5000000000090503,-0.8660254037792134
279.66900000000004,0,3390.0,0.258819045103657,-0.9659258262887638
275.216,0,4077.0,6.454189830040452e-12,-1.0
275.216,0,4016.0,-0.25881904509118847,-0.9659258262921048
275.216,0,2153.0,-0.4999999999978713,-0.8660254037856676
272.439,0,1523.0,-0.7071067811810774,-0.7071067811920176
272.439,0,1022.0,-0.8660254037779318,-0.5000000000112702
272.439,0,686.0,-0.9659258262881004,-0.258819045106133
271.09,0,384.0,-1.0,-9.017533981634971e-12
271.09,0,403.0,-0.9659258262890019,0.25881904510276854
271.09,0,764.0,-0.8660254037869494,0.49999999999565137
270.365,0,1579.0,-0.7071067811938302,0.7071067811792648
270.365,0,1757.0,-0.5000000000008878,0.8660254037839261
270.365,0,2513.0,-0.258819045108609,0.965925826287437
280.62,40,4854.0,-1.158087813322949e-11,1.0
279.867,0,4872.0,0.2588190451002925,0.9659258262896654
279.867,0,4114.0,0.4999999999934315,0.866025403788231
285.676,0,4612.0,0.7071067811774523,0.7071067811956427
285.676,0,4631.0,0.8660254037826444,0.5000000000031077
287.464,0,4662.0,0.9659258262867735,0.258819045111085
287.464,0,4100.0,1.0,-4.076929435428432e-13
287.464,0,4193.0,0.9659258262903287,-0.25881904509781656
287.464,0,4029.0,0.8660254037895126,-0.49999999999121153
284.478,0,3788.0,0.7071067811871655,-0.7071067811859295
284.478,0,3224.0,0.5000000000053276,-0.8660254037813627
284.478,0,2405.0,0.258819045113561,-0.96592582628611
282.814,0,1917.0,2.1556512080516754e-12,-1.0
282.814,0,1613.0,-0.25881904509534054,-0.9659258262909922
282.341,0,949.0,-0.49999999998899164,-0.8660254037907943
282.341,0,484.0,-0.707106781184117,-0.7071067811889781
282.341,0,327.0,-0.8660254037800811,-0.5000000000075475
282.341,0,261.0,-0.965925826289213,-0.25881904510198095
282.382,0,302.0,-1.0,-4.718995359646194e-12
282.382,0,797.0,-0.9659258262916557,0.2588190450928645
282.565,0,2577.0,-0.8660254037848001,0.49999999999937406
282.565,0,5360.0,-0.7071067811907906,0.7071067811823044
282.565,0,6172.0,-0.5000000000097675,0.8660254037787993
287.212,0,5226.0,-0.2588190451044569,0.9659258262885495
280.62,40,4854.0,-7.282339511240714e-12,1.0
287.8,0,3954.0,0.25881904509038856,0.9659258262923192
287.8,0,4125.0,0.4999999999971541,0.8660254037860817
293.495,0,4271.0,0.7071067811804919,0.7071067811926032
293.495,0,4426.0,0.8660254037847936,0.4999999999993851
293.495,0,4711.0,0.965925826287886,0.25881904510693293
295.163,8,5074.0,1.0,9.845683662835232e-12
295.163,8,6036.0,0.9659258262892162,-0.2588190451019686
295.163,8,5440.0,0.8660254037873634,-0.49999999999493416
292.49,36,4188.0,0.7071067811944157,-0.7071067811786793
292.49,36,3267.0,0.500000000001605,-0.866025403783512
292.49,36,2608.0,0.25881904510940895,-0.9659258262872226
291.252,56,1924.0,1.240902781442975e-11,-1.0
291.252,56,1372.0,-0.2588190450994926,-0.9659258262898797
291.252,56,1567.0,-0.4999999999927143,-0.8660254037886451
289.914,56,1373.0,-0.7071067811871565,-0.7071067811859385
289.914,56,611.0,-0.8660254037822304,-0.5000000000038249
289.914,56,491.0,-0.9659258262865592,-0.2588190451118849
288.957,24,477.0,-1.0,-4.204567376574177e-13
288.957,24,890.0,-0.9659258262905431,0.2588190450970166
288.957,24,2854.0,-0.8660254037899268,0.4999999999904943
287.724,36,5599.0,-0.7071067811877512,0.707106781185344
287.724,36,6294.0,-0.5000000000060448,0.8660254037809486
287.724,36,5998.0,-0.25881904511436093,0.9659258262858957
292.17,0,4684.0,-2.9838008892519366e-12,1.0
292.17,0,4053.0,0.2588190450945406,0.9659258262912066
292.17,0,4151.0,0.5000000000008767,0.8660254037839324
295.369,32,4401.0,0.7071067811835314,0.7071067811895637
295.369,32,4519.0,0.866025403779667,0.5000000000082647
295.369,32,4715.0,0.9659258262889986,0.25881904510278086
295.908,24,4802.0,1.0,5.547145040846455e-12
295.908,24,6139.0,0.96592582629187,-0.2588190450920646
295.908,24,5787.0,0.8660254037852141,-0.49999999999865685
293.244,92,4378.0,0.7071067811913763,-0.7071067811817188
293.244,92,2948.0,0.5000000000104847,-0.8660254037783853
293.244,92,2445.0,0.2588190451052569,-0.9659258262883351
289.81,92,2091.0,8.110489192440974e-12,-1.0
289.81,92,1293.0,-0.2588190451036447,-0.9659258262887671
289.81,92,791.0,-0.4999999999964369,-0.8660254037864958
285.927,92,446.0,-0.7071067811799062,-0.7071067811931888
285.927,92,272.0,-0.8660254037843796,-0.5000000000001023
285.927,92,230.0,-0.9659258262876717,-0.25881904510773285
282.0490000000001,92,270.0,-1.0,-1.0673833344035493e-11
282.0490000000001,92,801.0,-0.9659258262894306,0.25881904510116865
282.0490000000001,92,2741.0,-0.8660254037877775,0.499999999994217
279.532,92,5296.0,-0.7071067811950014,0.7071067811780937
279.532,92,5871.0,-0.5000000000023223,0.8660254037830979
279.532,92,5453.0,-0.25881904511020887,0.9659258262870083
277.988,92,4837.0,1.3147377327368402e-12,1.0
277.988,92,4155.0,0.2588190450986927,0.965925826290094
277.988,92,4278.0,0.49999999999199707,0.8660254037890591
279.83,56,4278.0,0.7071067811865709,0.7071067811865241
279.83,56,4397.0,0.8660254037818162,0.5000000000045421
279.83,56,4646.0,0.9659258262863448,0.2588190451126849
282.057,20,4757.0,1.0,1.2486064188576787e-12
282.057,20,6211.0,0.9659258262907575,-0.25881904509621667
282.057,20,5762.0,0.8660254037903408,-0.4999999999897771
279.553,12,4332.0,0.7071067811883367,-0.7071067811847583
279.553,12,3080.0,0.500000000006762,-0.8660254037805346
279.553,12,2518.0,0.25881904511516085,-0.9659258262856814
276.35,0,2154.0,3.811950570452197e-12,-1.0
276.35,0,1373.0,-0.25881904509374065,-0.9659258262914209
276.35,0,864.0,-0.5000000000001595,-0.8660254037843466
273.771,0,480.0,-0.7071067811829458,-0.7071067811901492
273.771,0,330.0,-0.8660254037792529,-0.5000000000089819
271.178,0,233.0,-0.9659258262887842,-0.2588190451035808
271.178,0,308.0,-1.0,-6.375294722046716e-12
271.178,0,790.0,-0.9659258262920843,0.2588190450912647
270.969,0,2764.0,-0.8660254037856282,0.49999999999793965
270.969,0,5668.0,-0.7071067811919618,0.7071067811811332
270.969,0,5589.0,-0.5000000000112019,0.8660254037779712
270.969,0,5186.0,-0.2588190451060568,0.9659258262881208
277.268,0,5089.0,-8.938638873641235e-12,1.0
277.268,0,4182.0,0.25881904510284476,0.9659258262889815
277.268,0,4394.0,0.4999999999957197,0.8660254037869098
282.46,0,4512.0,0.7071067811793207,0.7071067811937743
282.46,0,4634.0,0.8660254037839655,0.5000000000008195
284.384,0,5006.0,0.9659258262874574,0.2588190451085328
284.384,0,5520.0,1.0,1.1501983025235754e-11
284.384,0,6154.0,0.965925826289645,-0.25881904510036874
281.195,0,5865.0,0.8660254037881916,-0.4999999999934998
281.195,0,4642.0,0.7071067811955869,-0.7071067811775081
281.195,0,3512.0,0.5000000000030395,-0.8660254037826839
279.008,0,2799.0,0.2588190451110088,-0.9659258262867939
279.008,0,2531.0,-4.865880515365792e-13,-1.0
279.008,0,2120.0,-0.2588190450978927,-0.9659258262903083
278.398,0,1735.0,-0.49999999999127986,-0.8660254037894732
278.398,0,2233.0,-0.7071067811859854,-0.7071067811871097
278.398,0,1024.0,-0.8660254037814021,-0.5000000000052593
278.083,0,373.0,-0.9659258262861304,-0.2588190451134848
278.083,0,426.0,-1.0,-2.0767561000579397e-12
278.083,0,740.0,-0.9659258262909718,0.25881904509541676
277.92900000000003,32,2548.0,-0.8660254037907549,0.49999999998906
277.92900000000003,32,5343.0,-0.7071067811889223,0.7071067811841728
277.92900000000003,32,6108.0,-0.5000000000074792,0.8660254037801205
281.278,48,5215.0,-0.25881904510190473,0.9659258262892334
280.62,40,4854.0,-4.640100251652458e-12,1.0
282.389,12,4221.0,0.25881904509294074,0.9659258262916353
282.389,12,4726.0,0.49999999999944233,0.8660254037847606
288.1140000000001,36,4619.0,0.7071067811823601,0.7071067811907349
288.1140000000001,36,4638.0,0.8660254037788389,0.5000000000096991
292.399,0,4994.0,0.9659258262885699,0.25881904510438075
292.399,0,5686.0,1.0,7.2034444032469775e-12
292.399,0,6047.0,0.9659258262922987,-0.25881904509046477
292.089,8,5308.0,0.8660254037860423,-0.49999999999722244
292.089,8,4549.0,0.7071067811925474,-0.7071067811805476
292.089,8,3577.0,0.49999999999931677,-0.8660254037848332
291.613,12,2800.0,0.2588190451068567,-0.9659258262879065
291.613,12,3068.0,9.766788554841496e-12,-1.0
291.613,12,2481.0,-0.25881904510204484,-0.9659258262891958
291.381,64,1703.0,-0.4999999999950025,-0.866025403787324
291.381,64,1148.0,-0.707106781178735,-0.70710678119436
291.381,64,682.0,-0.8660254037835514,-0.5000000000015367
291.628,88,547.0,-0.965925826287243,-0.25881904510933273
291.628,88,391.0,-1.0,-1.2330132706436014e-11
291.628,88,399.0,-0.9659258262898592,0.2588190450995688
291.573,92,707.0,-0.8660254037886056,0.4999999999927826
291.573,92,1188.0,-0.7071067811858828,0.7071067811872123
291.573,92,1547.0,-0.5000000000037566,0.8660254037822698
279.532,40,5459.0,-0.25881904511180875,0.9659258262865796
292.9190000000001,88,3596.0,-3.415616296636817e-13,1.0
282.2,40,4373.0,0.2588190450970928,0.9659258262905227
292.612,92,4079.0,0.49999999999056266,0.8660254037898872
295.426,92,4396.0,0.7071067811853997,0.7071067811876953
286.145,50,4800.0,0.8660254037809881,0.5000000000059766
295.426,92,4343.0,0.9659258262859162,0.2588190451142847
295.931,92,4191.0,1.0,2.9049057812582005e-12
295.931,92,4372.0,0.9659258262911862,-0.25881904509461684
295.931,92,4165.0,0.866025403783893,-0.5000000000009451
292.535,88,3842.0,0.7071067811895079,-0.7071067811835872
292.535,88,3436.0,0.5000000000081964,-0.8660254037797064
284.225,40,2946.0,0.25881904510270465,-0.965925826289019
289.771,44,4319.0,5.468249932852719e-12,-1.0
289.771,44,2805.0,-0.2588190450921408,-0.9659258262918495
289.771,44,1996.0,-0.4999999999987252,-0.8660254037851747
285.78,36,1416.0,-0.7071067811817746,-0.7071067811913204
285.78,36,947.0,-0.8660254037784247,-0.5000000000104163
285.78,36,756.0,-0.9659258262883555,-0.25881904510518067
282.891,0,413.0,-1.0,-8.031594084447238e-12
279.765,1,839.0,-0.9659258262887467,0.2588190451037209
279.226,1,2731.0,-0.8660254037864563,0.49999999999650524
280.189,0,761.0,-0.707106781193133,0.7071067811799621
280.189,0,1086.0,-0.500000000000034,0.8660254037844191
286.252,0,1761.0,-0.2588190451076567,0.9659258262876921
286.975,8,2445.0,-1.0594938236041757e-11,1.0
286.975,8,3132.0,0.25881904510124487,0.9659258262894101
286.975,8,3377.0,0.4999999999942853,0.8660254037877381
291.422,20,3977.0,0.7071067811781495,0.7071067811949455
291.422,20,4123.0,0.8660254037831374,0.5000000000022539
291.872,88,4505.0,0.9659258262870287,0.25881904511013265
291.872,88,4520.0,1.0,-1.3936328407305761e-12
291.872,88,4550.0,0.9659258262900736,-0.2588190450987689
290.271,76,4355.0,0.8660254037890197,-0.4999999999920654
290.271,76,3926.0,0.7071067811864683,-0.7071067811866267
290.271,76,3332.0,0.5000000000044738,-0.8660254037818557
291.151,92,2578.0,0.25881904511260867,-0.9659258262863653
291.151,92,2024.0,1.1697113108639426e-12,-1.0
291.151,92,1399.0,-0.2588190450962929,-0.9659258262907371
290.368,92,995.0,-0.49999999998984546,-0.8660254037903014
290.368,92,514.0,-0.7071067811848142,-0.707106781188281
290.368,92,317.0,-0.866025403780574,-0.5000000000066938
290.823,24,239.0,-0.9659258262857018,-0.2588190451150847
290.823,24,297.0,-1.0,-3.733055462458461e-12
290.823,24,836.0,-0.9659258262914004,0.25881904509381687
287.4890000000001,32,2685.0,-0.866025403784307,0.5000000000002279
287.4890000000001,32,5288.0,-0.7071067811900935,0.7071067811830016
287.4890000000001,32,6241.0,-0.5000000000089136,0.8660254037792924
288.865,0,5482.0,-0.2588190451035046,0.9659258262888046
290.724,12,4607.0,-6.29639961405298e-12,1.0
290.724,12,4064.0,0.2588190450913409,0.9659258262920639
290.724,12,4071.0,0.499999999998008,0.8660254037855888
292.344,92,4293.0,0.707106781181189,0.7071067811919061
292.344,92,4341.0,0.8660254037780106,0.5000000000111335
292.473,64,4693.0,0.9659258262881413,0.2588190451059806
292.473,64,5272.0,1.0,8.859743765647499e-12
292.473,64,5961.0,0.9659258262889611,-0.258819045102921
289.64,100,5262.0,0.8660254037868704,-0.49999999999578804
289.64,100,4048.0,0.7071067811937186,-0.7071067811793764
289.64,100,2961.0,0.5000000000007512,-0.8660254037840049
286.623,32,2322.0,0.2588190451084566,-0.9659258262874778
286.623,32,1969.0,1.1423087917242018e-11,-1.0
286.623,32,2275.0,-0.25881904510044496,-0.9659258262896245
284.634,64,1916.0,-0.49999999999356814,-0.8660254037881521
284.634,64,591.0,-0.7071067811775639,-0.7071067811955312
284.634,64,441.0,-0.8660254037827233,-0.5000000000029711
284.223,20,310.0,-0.9659258262868143,-0.2588190451109326
284.223,20,431.0,-1.0,5.654831595303152e-13
284.223,20,1000.0,-0.9659258262902879,0.25881904509796894
282.865,24,2861.0,-0.8660254037894338,0.4999999999913482
282.865,24,5747.0,-0.707106781187054,0.7071067811860411
282.865,24,6322.0,-0.500000000005191,0.8660254037814417
284.881,12,4313.0,-0.2588190451134086,0.9659258262861509
284.881,12,4977.0,-1.9978609920642036e-12,1.0
284.881,12,4299.0,0.25881904509549297,0.9659258262909514
287.952,0,4254.0,0.49999999998912825,0.8660254037907155
287.952,0,4370.0,0.7071067811842285,0.7071067811888665
287.952,0,4470.0,0.8660254037801599,0.500000000007411
288.834,0,4623.0,0.9659258262892537,0.2588190451018285
288.834,0,5058.0,1.0,4.561205143658722e-12
288.834,0,6169.0,0.9659258262916148,-0.25881904509301695
285.584,0,5712.0,0.8660254037847211,-0.49999999999951067
285.584,0,4436.0,0.707106781190679,-0.707106781182416
285.584,0,3093.0,0.5000000000096309,-0.8660254037788783
283.628,0,2671.0,0.25881904510430453,-0.9659258262885904
283.628,0,3270.0,7.124549295253241e-12,-1.0
283.628,0,2693.0,-0.25881904509054093,-0.9659258262922783
282.737,0,996.0,-0.4999999999972908,-0.8660254037860028
282.737,0,597.0,-0.7071067811806034,-0.7071067811924916
282.737,0,403.0,-0.8660254037848726,-0.49999999999924843
281.361,8,583.0,-0.9659258262879269,-0.2588190451067805
281.361,8,873.0,-1.0,-9.68789344684776e-12
281.361,8,1260.0,-0.9659258262891754,0.258819045102121
279.525,0,3235.0,-0.8660254037872845,0.49999999999507083
279.525,0,5871.0,-0.7071067811943041,0.7071067811787909
279.525,0,6330.0,-0.5000000000014684,0.8660254037835909
284.603,0,5862.0,-0.2588190451092565,0.9659258262872634
280.62,40,4854.0,-1.2251237598442278e-11,1.0
281.54,0,4187.0,0.25881904509964504,0.9659258262898388
